gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	NE_FB	NE_HFC	NE_KC	NE_KC_Channel	NE_LC	NE_LEC	NE_Lymphocyte	NE_MEC	NE_MEL	NE_Mac-DC	NE_Mast	NE_Pc-vSMC	NE_SGC	NE_Schwann	NE_Sebocyte	NE_VEC	NF_FB	NF_HFC	NF_KC	NF_KC_Channel	NF_LC	NF_LEC	NF_Lymphocyte	NF_MEC	NF_MEL	NF_Mac-DC	NF_Mast	NF_Pc-vSMC	NF_SGC	NF_Schwann	NF_Sebocyte	NF_VEC	NP_FB	NP_HFC	NP_KC	NP_KC_Channel	NP_LC	NP_LEC	NP_Lymphocyte	NP_MEC	NP_MEL	NP_Mac-DC	NP_Mast	NP_Pc-vSMC	NP_SGC	NP_Schwann	NP_VEC	NT_FB	NT_HFC	NT_KC	NT_KC_Channel	NT_LC	NT_LEC	NT_Lymphocyte	NT_MEC	NT_MEL	NT_Mac-DC	NT_Mast	NT_Pc-vSMC	NT_SGC	NT_Schwann	NT_Sebocyte	NT_VEC	PS_FB	PS_HFC	PS_KC	PS_KC_Channel	PS_LC	PS_LEC	PS_Lymphocyte	PS_MEC	PS_MEL	PS_Mac-DC	PS_Mast	PS_Pc-vSMC	PS_SGC	PS_Schwann	PS_Sebocyte	PS_VEC
GRIN1	Q05586	True	NMDZ1_HUMAN	Glutamate_NMDA_1_2D_complex	CPI-CC0AA96E404	GRIN1	0.001	0.006	0.002	0.006	0.004	0.0	0.0	0.001	0.001	0.005	0.0	0.0	0.005	0.0	0.0	0.0	0.001	0.003	0.002	0.003	0.004	0.0	0.001	0.001	0.001	0.017	0.0	0.0	0.002	0.005	0.0	0.0	0.001	0.0	0.002	0.008	0.015	0.001	0.002	0.0	0.001	0.001	0.0	0.0	0.002	0.005	0.0	0.001	0.002	0.002	0.007	0.01	0.0	0.001	0.0	0.001	0.006	0.0	0.0	0.007	0.004	0.005	0.0	0.001	0.0	0.002	0.003	0.003	0.0	0.001	0.0	0.001	0.003	0.0	0.001	0.005	0.002	0.0	0.0
GRIN1	Q05586	True	NMDZ1_HUMAN	Glutamate_NMDA_1_2D_complex	CPI-CC02D7E1CD1	GRIN1	0.001	0.006	0.002	0.006	0.004	0.0	0.0	0.001	0.001	0.005	0.0	0.0	0.005	0.0	0.0	0.0	0.001	0.003	0.002	0.003	0.004	0.0	0.001	0.001	0.001	0.017	0.0	0.0	0.002	0.005	0.0	0.0	0.001	0.0	0.002	0.008	0.015	0.001	0.002	0.0	0.001	0.001	0.0	0.0	0.002	0.005	0.0	0.001	0.002	0.002	0.007	0.01	0.0	0.001	0.0	0.001	0.006	0.0	0.0	0.007	0.004	0.005	0.0	0.001	0.0	0.002	0.003	0.003	0.0	0.001	0.0	0.001	0.003	0.0	0.001	0.005	0.002	0.0	0.0
GRIN1	Q05586	True	NMDZ1_HUMAN	Glutamate_NMDA_1_2D_complex	CPI-CC07C08B2DE	GRIN1	0.001	0.006	0.002	0.006	0.004	0.0	0.0	0.001	0.001	0.005	0.0	0.0	0.005	0.0	0.0	0.0	0.001	0.003	0.002	0.003	0.004	0.0	0.001	0.001	0.001	0.017	0.0	0.0	0.002	0.005	0.0	0.0	0.001	0.0	0.002	0.008	0.015	0.001	0.002	0.0	0.001	0.001	0.0	0.0	0.002	0.005	0.0	0.001	0.002	0.002	0.007	0.01	0.0	0.001	0.0	0.001	0.006	0.0	0.0	0.007	0.004	0.005	0.0	0.001	0.0	0.002	0.003	0.003	0.0	0.001	0.0	0.001	0.003	0.0	0.001	0.005	0.002	0.0	0.0
GRIN1	Q05586	True	NMDZ1_HUMAN	Glutamate_NMDA_1_2D_complex	CPI-CC017AB6A86	GRIN1	0.001	0.006	0.002	0.006	0.004	0.0	0.0	0.001	0.001	0.005	0.0	0.0	0.005	0.0	0.0	0.0	0.001	0.003	0.002	0.003	0.004	0.0	0.001	0.001	0.001	0.017	0.0	0.0	0.002	0.005	0.0	0.0	0.001	0.0	0.002	0.008	0.015	0.001	0.002	0.0	0.001	0.001	0.0	0.0	0.002	0.005	0.0	0.001	0.002	0.002	0.007	0.01	0.0	0.001	0.0	0.001	0.006	0.0	0.0	0.007	0.004	0.005	0.0	0.001	0.0	0.002	0.003	0.003	0.0	0.001	0.0	0.001	0.003	0.0	0.001	0.005	0.002	0.0	0.0
GRIN1	Q05586	True	NMDZ1_HUMAN	Glutamate_NMDA_1_2D_complex	CPI-CC01E49D97E	GRIN1	0.001	0.006	0.002	0.006	0.004	0.0	0.0	0.001	0.001	0.005	0.0	0.0	0.005	0.0	0.0	0.0	0.001	0.003	0.002	0.003	0.004	0.0	0.001	0.001	0.001	0.017	0.0	0.0	0.002	0.005	0.0	0.0	0.001	0.0	0.002	0.008	0.015	0.001	0.002	0.0	0.001	0.001	0.0	0.0	0.002	0.005	0.0	0.001	0.002	0.002	0.007	0.01	0.0	0.001	0.0	0.001	0.006	0.0	0.0	0.007	0.004	0.005	0.0	0.001	0.0	0.002	0.003	0.003	0.0	0.001	0.0	0.001	0.003	0.0	0.001	0.005	0.002	0.0	0.0
GRIN1	Q05586	True	NMDZ1_HUMAN	Glutamate_NMDA_1_2D_complex	CPI-CC00BFD8B11	GRIN1	0.001	0.006	0.002	0.006	0.004	0.0	0.0	0.001	0.001	0.005	0.0	0.0	0.005	0.0	0.0	0.0	0.001	0.003	0.002	0.003	0.004	0.0	0.001	0.001	0.001	0.017	0.0	0.0	0.002	0.005	0.0	0.0	0.001	0.0	0.002	0.008	0.015	0.001	0.002	0.0	0.001	0.001	0.0	0.0	0.002	0.005	0.0	0.001	0.002	0.002	0.007	0.01	0.0	0.001	0.0	0.001	0.006	0.0	0.0	0.007	0.004	0.005	0.0	0.001	0.0	0.002	0.003	0.003	0.0	0.001	0.0	0.001	0.003	0.0	0.001	0.005	0.002	0.0	0.0
GRIN1	Q05586	True	NMDZ1_HUMAN	Glutamate_NMDA_1_2D_complex	CPI-CC0D299DB74	GRIN1	0.001	0.006	0.002	0.006	0.004	0.0	0.0	0.001	0.001	0.005	0.0	0.0	0.005	0.0	0.0	0.0	0.001	0.003	0.002	0.003	0.004	0.0	0.001	0.001	0.001	0.017	0.0	0.0	0.002	0.005	0.0	0.0	0.001	0.0	0.002	0.008	0.015	0.001	0.002	0.0	0.001	0.001	0.0	0.0	0.002	0.005	0.0	0.001	0.002	0.002	0.007	0.01	0.0	0.001	0.0	0.001	0.006	0.0	0.0	0.007	0.004	0.005	0.0	0.001	0.0	0.002	0.003	0.003	0.0	0.001	0.0	0.001	0.003	0.0	0.001	0.005	0.002	0.0	0.0
GRIN2A	Q12879	True	NMDE1_HUMAN	Glutamate_NMDA_1_2A_complex	CPI-CC0638AC67E	GRIN2A	0.001	0.007	0.002	0.006	0.004	0.0	0.0	0.001	0.001	0.003	0.0	0.0	0.001	0.0	0.002	0.0	0.001	0.002	0.002	0.003	0.002	0.0	0.001	0.001	0.001	0.002	0.0	0.0	0.0	0.005	0.0	0.0	0.001	0.0	0.002	0.008	0.005	0.001	0.001	0.0	0.001	0.001	0.0	0.0	0.0	0.005	0.0	0.001	0.002	0.002	0.007	0.003	0.0	0.001	0.0	0.001	0.003	0.0	0.0	0.002	0.004	0.005	0.0	0.001	0.0	0.002	0.003	0.002	0.0	0.001	0.0	0.001	0.003	0.0	0.001	0.002	0.002	0.0	0.0
GRIN2A	Q12879	True	NMDE1_HUMAN	Glutamate_NMDA_1_2A_complex	CPI-CC0456B9A93	GRIN2A	0.001	0.007	0.002	0.006	0.004	0.0	0.0	0.001	0.001	0.003	0.0	0.0	0.001	0.0	0.002	0.0	0.001	0.002	0.002	0.003	0.002	0.0	0.001	0.001	0.001	0.002	0.0	0.0	0.0	0.005	0.0	0.0	0.001	0.0	0.002	0.008	0.005	0.001	0.001	0.0	0.001	0.001	0.0	0.0	0.0	0.005	0.0	0.001	0.002	0.002	0.007	0.003	0.0	0.001	0.0	0.001	0.003	0.0	0.0	0.002	0.004	0.005	0.0	0.001	0.0	0.002	0.003	0.002	0.0	0.001	0.0	0.001	0.003	0.0	0.001	0.002	0.002	0.0	0.0
GRIN2A	Q12879	True	NMDE1_HUMAN	Glutamate_NMDA_1_2A_complex	CPI-CC0859442EA	GRIN2A	0.001	0.007	0.002	0.006	0.004	0.0	0.0	0.001	0.001	0.003	0.0	0.0	0.001	0.0	0.002	0.0	0.001	0.002	0.002	0.003	0.002	0.0	0.001	0.001	0.001	0.002	0.0	0.0	0.0	0.005	0.0	0.0	0.001	0.0	0.002	0.008	0.005	0.001	0.001	0.0	0.001	0.001	0.0	0.0	0.0	0.005	0.0	0.001	0.002	0.002	0.007	0.003	0.0	0.001	0.0	0.001	0.003	0.0	0.0	0.002	0.004	0.005	0.0	0.001	0.0	0.002	0.003	0.002	0.0	0.001	0.0	0.001	0.003	0.0	0.001	0.002	0.002	0.0	0.0
GRIN2A	Q12879	True	NMDE1_HUMAN	Glutamate_NMDA_1_2A_complex	CPI-CC0CE99AC11	GRIN2A	0.001	0.007	0.002	0.006	0.004	0.0	0.0	0.001	0.001	0.003	0.0	0.0	0.001	0.0	0.002	0.0	0.001	0.002	0.002	0.003	0.002	0.0	0.001	0.001	0.001	0.002	0.0	0.0	0.0	0.005	0.0	0.0	0.001	0.0	0.002	0.008	0.005	0.001	0.001	0.0	0.001	0.001	0.0	0.0	0.0	0.005	0.0	0.001	0.002	0.002	0.007	0.003	0.0	0.001	0.0	0.001	0.003	0.0	0.0	0.002	0.004	0.005	0.0	0.001	0.0	0.002	0.003	0.002	0.0	0.001	0.0	0.001	0.003	0.0	0.001	0.002	0.002	0.0	0.0
GRIN2A	Q12879	True	NMDE1_HUMAN	Glutamate_NMDA_1_2A_complex	CPI-CC0AC4592F2	GRIN2A	0.001	0.007	0.002	0.006	0.004	0.0	0.0	0.001	0.001	0.003	0.0	0.0	0.001	0.0	0.002	0.0	0.001	0.002	0.002	0.003	0.002	0.0	0.001	0.001	0.001	0.002	0.0	0.0	0.0	0.005	0.0	0.0	0.001	0.0	0.002	0.008	0.005	0.001	0.001	0.0	0.001	0.001	0.0	0.0	0.0	0.005	0.0	0.001	0.002	0.002	0.007	0.003	0.0	0.001	0.0	0.001	0.003	0.0	0.0	0.002	0.004	0.005	0.0	0.001	0.0	0.002	0.003	0.002	0.0	0.001	0.0	0.001	0.003	0.0	0.001	0.002	0.002	0.0	0.0
GRIN2A	Q12879	True	NMDE1_HUMAN	Glutamate_NMDA_1_2A_complex	CPI-CC06CC71FC3	GRIN2A	0.001	0.007	0.002	0.006	0.004	0.0	0.0	0.001	0.001	0.003	0.0	0.0	0.001	0.0	0.002	0.0	0.001	0.002	0.002	0.003	0.002	0.0	0.001	0.001	0.001	0.002	0.0	0.0	0.0	0.005	0.0	0.0	0.001	0.0	0.002	0.008	0.005	0.001	0.001	0.0	0.001	0.001	0.0	0.0	0.0	0.005	0.0	0.001	0.002	0.002	0.007	0.003	0.0	0.001	0.0	0.001	0.003	0.0	0.0	0.002	0.004	0.005	0.0	0.001	0.0	0.002	0.003	0.002	0.0	0.001	0.0	0.001	0.003	0.0	0.001	0.002	0.002	0.0	0.0
GRIN2A	Q12879	True	NMDE1_HUMAN	Glutamate_NMDA_1_2A_complex	CPI-CC06FC18E3A	GRIN2A	0.001	0.007	0.002	0.006	0.004	0.0	0.0	0.001	0.001	0.003	0.0	0.0	0.001	0.0	0.002	0.0	0.001	0.002	0.002	0.003	0.002	0.0	0.001	0.001	0.001	0.002	0.0	0.0	0.0	0.005	0.0	0.0	0.001	0.0	0.002	0.008	0.005	0.001	0.001	0.0	0.001	0.001	0.0	0.0	0.0	0.005	0.0	0.001	0.002	0.002	0.007	0.003	0.0	0.001	0.0	0.001	0.003	0.0	0.0	0.002	0.004	0.005	0.0	0.001	0.0	0.002	0.003	0.002	0.0	0.001	0.0	0.001	0.003	0.0	0.001	0.002	0.002	0.0	0.0
GRIN2A	Q12879	True	NMDE1_HUMAN	Glutamate_NMDA_1_2A_complex	CPI-CC095C752D3	GRIN2A	0.001	0.007	0.002	0.006	0.004	0.0	0.0	0.001	0.001	0.003	0.0	0.0	0.001	0.0	0.002	0.0	0.001	0.002	0.002	0.003	0.002	0.0	0.001	0.001	0.001	0.002	0.0	0.0	0.0	0.005	0.0	0.0	0.001	0.0	0.002	0.008	0.005	0.001	0.001	0.0	0.001	0.001	0.0	0.0	0.0	0.005	0.0	0.001	0.002	0.002	0.007	0.003	0.0	0.001	0.0	0.001	0.003	0.0	0.0	0.002	0.004	0.005	0.0	0.001	0.0	0.002	0.003	0.002	0.0	0.001	0.0	0.001	0.003	0.0	0.001	0.002	0.002	0.0	0.0
GRIN2A	Q12879	True	NMDE1_HUMAN	Glutamate_NMDA_1_2A_complex	CPI-CC05B7F59A7	GRIN2A	0.001	0.007	0.002	0.006	0.004	0.0	0.0	0.001	0.001	0.003	0.0	0.0	0.001	0.0	0.002	0.0	0.001	0.002	0.002	0.003	0.002	0.0	0.001	0.001	0.001	0.002	0.0	0.0	0.0	0.005	0.0	0.0	0.001	0.0	0.002	0.008	0.005	0.001	0.001	0.0	0.001	0.001	0.0	0.0	0.0	0.005	0.0	0.001	0.002	0.002	0.007	0.003	0.0	0.001	0.0	0.001	0.003	0.0	0.0	0.002	0.004	0.005	0.0	0.001	0.0	0.002	0.003	0.002	0.0	0.001	0.0	0.001	0.003	0.0	0.001	0.002	0.002	0.0	0.0
GRIN2A	Q12879	True	NMDE1_HUMAN	Glutamate_NMDA_1_2A_complex	CPI-CC0FE97618B	GRIN2A	0.001	0.007	0.002	0.006	0.004	0.0	0.0	0.001	0.001	0.003	0.0	0.0	0.001	0.0	0.002	0.0	0.001	0.002	0.002	0.003	0.002	0.0	0.001	0.001	0.001	0.002	0.0	0.0	0.0	0.005	0.0	0.0	0.001	0.0	0.002	0.008	0.005	0.001	0.001	0.0	0.001	0.001	0.0	0.0	0.0	0.005	0.0	0.001	0.002	0.002	0.007	0.003	0.0	0.001	0.0	0.001	0.003	0.0	0.0	0.002	0.004	0.005	0.0	0.001	0.0	0.002	0.003	0.002	0.0	0.001	0.0	0.001	0.003	0.0	0.001	0.002	0.002	0.0	0.0
GRIN2A	Q12879	True	NMDE1_HUMAN	Glutamate_NMDA_1_2A_complex	CPI-CC033072405	GRIN2A	0.001	0.007	0.002	0.006	0.004	0.0	0.0	0.001	0.001	0.003	0.0	0.0	0.001	0.0	0.002	0.0	0.001	0.002	0.002	0.003	0.002	0.0	0.001	0.001	0.001	0.002	0.0	0.0	0.0	0.005	0.0	0.0	0.001	0.0	0.002	0.008	0.005	0.001	0.001	0.0	0.001	0.001	0.0	0.0	0.0	0.005	0.0	0.001	0.002	0.002	0.007	0.003	0.0	0.001	0.0	0.001	0.003	0.0	0.0	0.002	0.004	0.005	0.0	0.001	0.0	0.002	0.003	0.002	0.0	0.001	0.0	0.001	0.003	0.0	0.001	0.002	0.002	0.0	0.0
GRIN2A	Q12879	True	NMDE1_HUMAN	Glutamate_NMDA_1_2A_complex	CPI-CC072B222EE	GRIN2A	0.001	0.007	0.002	0.006	0.004	0.0	0.0	0.001	0.001	0.003	0.0	0.0	0.001	0.0	0.002	0.0	0.001	0.002	0.002	0.003	0.002	0.0	0.001	0.001	0.001	0.002	0.0	0.0	0.0	0.005	0.0	0.0	0.001	0.0	0.002	0.008	0.005	0.001	0.001	0.0	0.001	0.001	0.0	0.0	0.0	0.005	0.0	0.001	0.002	0.002	0.007	0.003	0.0	0.001	0.0	0.001	0.003	0.0	0.0	0.002	0.004	0.005	0.0	0.001	0.0	0.002	0.003	0.002	0.0	0.001	0.0	0.001	0.003	0.0	0.001	0.002	0.002	0.0	0.0
GRIN2A	Q12879	True	NMDE1_HUMAN	Glutamate_NMDA_1_2A_complex	CPI-CC0DE59E92B	GRIN2A	0.001	0.007	0.002	0.006	0.004	0.0	0.0	0.001	0.001	0.003	0.0	0.0	0.001	0.0	0.002	0.0	0.001	0.002	0.002	0.003	0.002	0.0	0.001	0.001	0.001	0.002	0.0	0.0	0.0	0.005	0.0	0.0	0.001	0.0	0.002	0.008	0.005	0.001	0.001	0.0	0.001	0.001	0.0	0.0	0.0	0.005	0.0	0.001	0.002	0.002	0.007	0.003	0.0	0.001	0.0	0.001	0.003	0.0	0.0	0.002	0.004	0.005	0.0	0.001	0.0	0.002	0.003	0.002	0.0	0.001	0.0	0.001	0.003	0.0	0.001	0.002	0.002	0.0	0.0
GRIN2A	Q12879	True	NMDE1_HUMAN	Glutamate_NMDA_1_2A_complex	CPI-CC01CD69B71	GRIN2A	0.001	0.007	0.002	0.006	0.004	0.0	0.0	0.001	0.001	0.003	0.0	0.0	0.001	0.0	0.002	0.0	0.001	0.002	0.002	0.003	0.002	0.0	0.001	0.001	0.001	0.002	0.0	0.0	0.0	0.005	0.0	0.0	0.001	0.0	0.002	0.008	0.005	0.001	0.001	0.0	0.001	0.001	0.0	0.0	0.0	0.005	0.0	0.001	0.002	0.002	0.007	0.003	0.0	0.001	0.0	0.001	0.003	0.0	0.0	0.002	0.004	0.005	0.0	0.001	0.0	0.002	0.003	0.002	0.0	0.001	0.0	0.001	0.003	0.0	0.001	0.002	0.002	0.0	0.0
GRIN2A	Q12879	True	NMDE1_HUMAN	Glutamate_NMDA_1_2A_complex	CPI-CC064FD0FE9	GRIN2A	0.001	0.007	0.002	0.006	0.004	0.0	0.0	0.001	0.001	0.003	0.0	0.0	0.001	0.0	0.002	0.0	0.001	0.002	0.002	0.003	0.002	0.0	0.001	0.001	0.001	0.002	0.0	0.0	0.0	0.005	0.0	0.0	0.001	0.0	0.002	0.008	0.005	0.001	0.001	0.0	0.001	0.001	0.0	0.0	0.0	0.005	0.0	0.001	0.002	0.002	0.007	0.003	0.0	0.001	0.0	0.001	0.003	0.0	0.0	0.002	0.004	0.005	0.0	0.001	0.0	0.002	0.003	0.002	0.0	0.001	0.0	0.001	0.003	0.0	0.001	0.002	0.002	0.0	0.0
GRIN2A	Q12879	True	NMDE1_HUMAN	Glutamate_NMDA_1_2A_complex	CPI-CC068956044	GRIN2A	0.001	0.007	0.002	0.006	0.004	0.0	0.0	0.001	0.001	0.003	0.0	0.0	0.001	0.0	0.002	0.0	0.001	0.002	0.002	0.003	0.002	0.0	0.001	0.001	0.001	0.002	0.0	0.0	0.0	0.005	0.0	0.0	0.001	0.0	0.002	0.008	0.005	0.001	0.001	0.0	0.001	0.001	0.0	0.0	0.0	0.005	0.0	0.001	0.002	0.002	0.007	0.003	0.0	0.001	0.0	0.001	0.003	0.0	0.0	0.002	0.004	0.005	0.0	0.001	0.0	0.002	0.003	0.002	0.0	0.001	0.0	0.001	0.003	0.0	0.001	0.002	0.002	0.0	0.0
GRIN2B	Q13224	True	NMDE2_HUMAN	Glutamate_NMDA_1_2B_complex	CPI-CC09E794969	GRIN2B	0.001	0.007	0.001	0.002	0.002	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.001	0.003	0.001	0.002	0.001	0.0	0.001	0.001	0.001	0.0	0.004	0.0	0.001	0.005	0.0	0.0	0.001	0.0	0.002	0.002	0.0	0.001	0.0	0.0	0.001	0.001	0.0	0.0	0.002	0.005	0.0	0.001	0.002	0.002	0.005	0.001	0.0	0.001	0.0	0.001	0.001	0.0	0.0	0.008	0.004	0.0	0.0	0.001	0.0	0.001	0.003	0.003	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.006	0.002	0.0	0.0
GRIN2B	Q13224	True	NMDE2_HUMAN	Glutamate_NMDA_1_2B_complex	CPI-CC0F0C48A55	GRIN2B	0.001	0.007	0.001	0.002	0.002	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.001	0.003	0.001	0.002	0.001	0.0	0.001	0.001	0.001	0.0	0.004	0.0	0.001	0.005	0.0	0.0	0.001	0.0	0.002	0.002	0.0	0.001	0.0	0.0	0.001	0.001	0.0	0.0	0.002	0.005	0.0	0.001	0.002	0.002	0.005	0.001	0.0	0.001	0.0	0.001	0.001	0.0	0.0	0.008	0.004	0.0	0.0	0.001	0.0	0.001	0.003	0.003	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.006	0.002	0.0	0.0
GRIN2B	Q13224	True	NMDE2_HUMAN	Glutamate_NMDA_1_2B_complex	CPI-CC014C4FF5F	GRIN2B	0.001	0.007	0.001	0.002	0.002	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.001	0.003	0.001	0.002	0.001	0.0	0.001	0.001	0.001	0.0	0.004	0.0	0.001	0.005	0.0	0.0	0.001	0.0	0.002	0.002	0.0	0.001	0.0	0.0	0.001	0.001	0.0	0.0	0.002	0.005	0.0	0.001	0.002	0.002	0.005	0.001	0.0	0.001	0.0	0.001	0.001	0.0	0.0	0.008	0.004	0.0	0.0	0.001	0.0	0.001	0.003	0.003	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.006	0.002	0.0	0.0
GRIN2B	Q13224	True	NMDE2_HUMAN	Glutamate_NMDA_1_2B_complex	CPI-CC05708A400	GRIN2B	0.001	0.007	0.001	0.002	0.002	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.001	0.003	0.001	0.002	0.001	0.0	0.001	0.001	0.001	0.0	0.004	0.0	0.001	0.005	0.0	0.0	0.001	0.0	0.002	0.002	0.0	0.001	0.0	0.0	0.001	0.001	0.0	0.0	0.002	0.005	0.0	0.001	0.002	0.002	0.005	0.001	0.0	0.001	0.0	0.001	0.001	0.0	0.0	0.008	0.004	0.0	0.0	0.001	0.0	0.001	0.003	0.003	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.006	0.002	0.0	0.0
GRIN2B	Q13224	True	NMDE2_HUMAN	Glutamate_NMDA_1_2B_complex	CPI-CC0DCE246DF	GRIN2B	0.001	0.007	0.001	0.002	0.002	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.001	0.003	0.001	0.002	0.001	0.0	0.001	0.001	0.001	0.0	0.004	0.0	0.001	0.005	0.0	0.0	0.001	0.0	0.002	0.002	0.0	0.001	0.0	0.0	0.001	0.001	0.0	0.0	0.002	0.005	0.0	0.001	0.002	0.002	0.005	0.001	0.0	0.001	0.0	0.001	0.001	0.0	0.0	0.008	0.004	0.0	0.0	0.001	0.0	0.001	0.003	0.003	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.006	0.002	0.0	0.0
GRIN2B	Q13224	True	NMDE2_HUMAN	Glutamate_NMDA_1_2B_complex	CPI-CC0E366FBD5	GRIN2B	0.001	0.007	0.001	0.002	0.002	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.001	0.003	0.001	0.002	0.001	0.0	0.001	0.001	0.001	0.0	0.004	0.0	0.001	0.005	0.0	0.0	0.001	0.0	0.002	0.002	0.0	0.001	0.0	0.0	0.001	0.001	0.0	0.0	0.002	0.005	0.0	0.001	0.002	0.002	0.005	0.001	0.0	0.001	0.0	0.001	0.001	0.0	0.0	0.008	0.004	0.0	0.0	0.001	0.0	0.001	0.003	0.003	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.006	0.002	0.0	0.0
GRIN2B	Q13224	True	NMDE2_HUMAN	Glutamate_NMDA_1_2B_complex	CPI-CC0664821F8	GRIN2B	0.001	0.007	0.001	0.002	0.002	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.001	0.003	0.001	0.002	0.001	0.0	0.001	0.001	0.001	0.0	0.004	0.0	0.001	0.005	0.0	0.0	0.001	0.0	0.002	0.002	0.0	0.001	0.0	0.0	0.001	0.001	0.0	0.0	0.002	0.005	0.0	0.001	0.002	0.002	0.005	0.001	0.0	0.001	0.0	0.001	0.001	0.0	0.0	0.008	0.004	0.0	0.0	0.001	0.0	0.001	0.003	0.003	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.006	0.002	0.0	0.0
GRIN2B	Q13224	True	NMDE2_HUMAN	Glutamate_NMDA_1_2B_complex	CPI-CC02CD61933	GRIN2B	0.001	0.007	0.001	0.002	0.002	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.001	0.003	0.001	0.002	0.001	0.0	0.001	0.001	0.001	0.0	0.004	0.0	0.001	0.005	0.0	0.0	0.001	0.0	0.002	0.002	0.0	0.001	0.0	0.0	0.001	0.001	0.0	0.0	0.002	0.005	0.0	0.001	0.002	0.002	0.005	0.001	0.0	0.001	0.0	0.001	0.001	0.0	0.0	0.008	0.004	0.0	0.0	0.001	0.0	0.001	0.003	0.003	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.006	0.002	0.0	0.0
GRIN2B	Q13224	True	NMDE2_HUMAN	Glutamate_NMDA_1_2B_complex	CPI-CC081514479	GRIN2B	0.001	0.007	0.001	0.002	0.002	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.001	0.003	0.001	0.002	0.001	0.0	0.001	0.001	0.001	0.0	0.004	0.0	0.001	0.005	0.0	0.0	0.001	0.0	0.002	0.002	0.0	0.001	0.0	0.0	0.001	0.001	0.0	0.0	0.002	0.005	0.0	0.001	0.002	0.002	0.005	0.001	0.0	0.001	0.0	0.001	0.001	0.0	0.0	0.008	0.004	0.0	0.0	0.001	0.0	0.001	0.003	0.003	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.006	0.002	0.0	0.0
GRIN2B	Q13224	True	NMDE2_HUMAN	Glutamate_NMDA_1_2B_complex	CPI-CC0B845D70B	GRIN2B	0.001	0.007	0.001	0.002	0.002	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.001	0.003	0.001	0.002	0.001	0.0	0.001	0.001	0.001	0.0	0.004	0.0	0.001	0.005	0.0	0.0	0.001	0.0	0.002	0.002	0.0	0.001	0.0	0.0	0.001	0.001	0.0	0.0	0.002	0.005	0.0	0.001	0.002	0.002	0.005	0.001	0.0	0.001	0.0	0.001	0.001	0.0	0.0	0.008	0.004	0.0	0.0	0.001	0.0	0.001	0.003	0.003	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.006	0.002	0.0	0.0
GRIN2B	Q13224	True	NMDE2_HUMAN	Glutamate_NMDA_1_2B_complex	CPI-CC084ABBDE8	GRIN2B	0.001	0.007	0.001	0.002	0.002	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.001	0.003	0.001	0.002	0.001	0.0	0.001	0.001	0.001	0.0	0.004	0.0	0.001	0.005	0.0	0.0	0.001	0.0	0.002	0.002	0.0	0.001	0.0	0.0	0.001	0.001	0.0	0.0	0.002	0.005	0.0	0.001	0.002	0.002	0.005	0.001	0.0	0.001	0.0	0.001	0.001	0.0	0.0	0.008	0.004	0.0	0.0	0.001	0.0	0.001	0.003	0.003	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.006	0.002	0.0	0.0
GRIN2B	Q13224	True	NMDE2_HUMAN	Glutamate_NMDA_1_2B_complex	CPI-CC01F565028	GRIN2B	0.001	0.007	0.001	0.002	0.002	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.001	0.003	0.001	0.002	0.001	0.0	0.001	0.001	0.001	0.0	0.004	0.0	0.001	0.005	0.0	0.0	0.001	0.0	0.002	0.002	0.0	0.001	0.0	0.0	0.001	0.001	0.0	0.0	0.002	0.005	0.0	0.001	0.002	0.002	0.005	0.001	0.0	0.001	0.0	0.001	0.001	0.0	0.0	0.008	0.004	0.0	0.0	0.001	0.0	0.001	0.003	0.003	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.006	0.002	0.0	0.0
