	Female_FB_FB_M1	Female_FB_FB_M2	Female_FB_FB_M3	Female_FB_FB_M4	Female_FB_FB_M5	Female_FB_FB_M6	Female_FB_FB_M7	Female_HFC_HFC_M1	Female_HFC_HFC_M2	Female_HFC_HFC_M3	Female_HFC_HFC_M4	Female_KC_Channel_KC_Channel_M1	Female_KC_Channel_KC_Channel_M2	Female_KC_KC_M1	Female_KC_KC_M2	Female_KC_KC_M3	Female_KC_KC_M4	Female_KC_KC_M5	Female_KC_KC_M6	Female_LC_LC_M1	Female_LC_LC_M2	Female_LC_LC_M3	Female_LC_LC_M4	Female_MEL_MEL_M1	Female_Mac-DC_Mac-DC_M1	Female_Mac-DC_Mac-DC_M2	Female_Mast_Mast_M1	Female_Mast_Mast_M2	Female_Mast_Mast_M3	Female_Mast_Mast_M4	Female_Mast_Mast_M5	Female_Mast_Mast_M6	Female_Pc-vSMC_Pc-vSMC_M1	Female_Pc-vSMC_Pc-vSMC_M2	Female_SGC_SGC_M1	Female_SGC_SGC_M2	Female_Schwann_Schwann_M1	Male_FB_FB_M1	Male_FB_FB_M2	Male_FB_FB_M3	Male_FB_FB_M4	Male_FB_FB_M5	Male_FB_FB_M6	Male_FB_FB_M7	Male_FB_FB_M8	Male_KC_KC_M1	Male_KC_KC_M2	Male_KC_KC_M3	Male_KC_KC_M4	Male_KC_KC_M5	Male_MEL_MEL_M1	Male_MEL_MEL_M2	Male_Mac-DC_Mac-DC_M1	Male_Pc-vSMC_Pc-vSMC_M1	Male_Schwann_Schwann_M1	Male_Schwann_Schwann_M2	Male_Schwann_Schwann_M3	Male_Schwann_Schwann_M4	Male_Schwann_Schwann_M5	FB	HFC	KC	KC_Channel	LC	LEC	Lymphocyte	Mac-DC	Mast	MEC	MEL	Pc-vSMC	Schwann	Sebocyte	SGC	VEC	arteriole.ECs	Basal.Ker.ADGRL3	Basal.Ker.COL17A1	capillary.ECs	cDC1	cDC2	Channel-ATPase_1	Channel-ATPase_2	Channel-ATPase_3	Channel-gap_1	Channel-gap_2	Clear.cell.CA2	Clear.cell.WFDC2	cytotoxic T cells	Dark.cell.MUCL1	EMT.ECs	Granular.Ker	helper T cells	HF-MFCs	HF-MSCs	HF-PCs	Hillock-Club.Epi	ILC3	IRS	KC.Mel	LC1	LC2	LEC1	LEC2	M1	M2	Mel_1	Mel_2	Memory B cells	Merkel	Mesenchymal.Fb	Mesenchymal.Fb.COCH	Mesenchymal.Fb.FGFBP2	Mesenchymal.Fb.INHBA	MigDC	MigLC	Monocytes	NKT cells	ORS	Papillary.Fb	Pc1	Pc2	Pc3	Plasma cells	post-capillary-venule.ECs	Pro-inflammatory.Fb	Progenitor.Mel	Proliferating.Ker	Regulatory T cells	SCs_1	SCs_2	Spinous.Ker	Spinous.Ker.ADGRL3	Sweat_gland_duct_cell	Transitional.Ker	venule.ECs	vSMC1	vSMC2
KC	0.342963	0.023174	0.613431	0.064921	0.596521	0.755455	0.504653	0.178395	0.570372	0.741226	0.757263	0.000000	0.642288	0.498118	0.365448	0.145662	0.003378	0.966408	0.850601	0.369787	0.019657	0.013825	0.034956	0.826771	0.039162	0.349989	0.008017	0.750326	0.031274	0.037463	0.019828	0.000769	0.036203	0.670996	0.688409	0.725141	0.000684	0.802724	0.049965	0.205876	0.693355	0.001151	0.001219	0.607651	0.220133	0.001329	0.070935	0.149587	0.883514	0.511059	0.002882	0.112290	0.514795	0.145923	0.000240	0.029592	0.045631	0.892600	0.062387	0.000000	0.428294	0.000000	0.004939	0.000784	0.758930	0.373412	0.001068	0.000014	0.004014	0.000186	0.000001	0.006156	0.885736	0.003740	0.000845	0.000280	0.490305	0.000000	0.001003	0.011568	0.057052	0.005304	0.006281	0.270396	0.974389	0.916800	0.024971	0.032099	0.783721	0.002817	0.042649	0.000000	0.381533	0.181018	0.605838	0.761555	0.006739	0.122806	0.283456	0.001700	0.028415	0.624050	0.435502	0.536120	0.193750	0.002047	0.487853	0.000477	0.104454	0.961427	0.002613	0.726448	0.000956	0.598105	0.400167	0.002428	0.437392	0.710869	0.387359	0.017840	0.018576	0.000369	0.005823	0.448609	0.030619	0.000000	0.581653	0.000000	0.518972	0.011959	0.001157	0.000000	0.071138	0.068918	0.000332	0.151810	0.000027	0.000439
KC_Channel	0.000365	0.884966	0.464923	0.000000	0.288226	0.078788	0.000010	0.033671	0.103136	0.180962	0.412136	0.000220	0.047743	0.001657	0.252629	0.000002	0.000006	0.036977	0.021109	0.743254	0.000000	0.000001	0.000000	0.075942	0.234160	0.239266	0.845570	0.010549	0.308251	0.864888	0.906401	0.009633	0.000001	0.000001	0.073902	0.418004	0.148720	0.173551	0.016124	0.780556	0.084881	0.000011	0.681057	0.029946	0.008614	0.000666	0.007831	0.421561	0.011056	0.747600	0.070283	0.508810	0.982555	0.001037	0.350920	0.671355	0.600721	0.456460	0.023861	0.932802	0.112639	0.004939	0.000000	0.010005	0.147889	0.010696	0.066783	0.153941	0.000169	0.072780	0.353971	0.833113	0.246811	0.000000	0.060120	0.927335	0.022129	0.453003	0.527921	0.008573	0.037830	0.000000	0.000000	0.000007	0.000000	0.003300	0.000058	0.000000	0.259242	0.000000	0.000028	0.259885	0.011696	0.222645	0.559163	0.094646	0.477360	0.361943	0.560176	0.819935	0.336662	0.201226	0.283195	0.103955	0.708789	0.719998	0.136080	0.057861	0.455449	0.878741	0.064917	0.156502	0.000000	0.117605	0.650033	0.016056	0.377464	0.331910	0.128928	0.013311	0.176707	0.176392	0.299051	0.658274	0.043690	0.099338	0.718345	0.114647	0.005951	0.596193	0.800796	0.026750	0.077323	0.000000	0.188114	0.001520	0.000586	0.007397
LC	0.000000	0.014709	0.000001	0.000000	0.000004	0.008520	0.000000	0.001004	0.834665	0.020275	0.266438	0.000000	0.000506	0.000000	0.000170	0.000035	0.000001	0.000000	0.388104	0.630597	0.003715	0.004756	0.003797	0.000042	0.692381	0.082206	0.591433	0.016539	0.959475	0.696405	0.037147	0.062021	0.000000	0.000003	0.001300	0.000278	0.796732	0.000293	0.011085	0.296533	0.025113	0.647436	0.363949	0.000103	0.194116	0.935798	0.190623	0.201832	0.001519	0.145833	0.110823	0.006062	0.004136	0.000001	0.127168	0.269361	0.502135	0.206925	0.788394	0.014476	0.000061	0.000784	0.010005	0.000000	0.217948	0.047293	0.094388	0.008100	0.133925	0.000000	0.000528	0.025644	0.391598	0.022502	0.000192	0.051927	0.000000	0.708555	0.011349	0.327804	0.344055	0.031290	0.111329	0.016437	0.060891	0.052328	0.108632	0.056254	0.116324	0.024655	0.475871	0.793833	0.002282	0.000209	0.007173	0.008625	0.504034	0.670149	0.976289	0.614572	0.000000	0.000041	0.639102	0.036075	0.023106	0.013075	0.000000	0.000000	0.643165	0.231018	0.038030	0.007653	0.036015	0.001531	0.451706	0.000000	0.421893	0.251291	0.000001	0.069932	0.158487	0.198658	0.236959	0.223847	0.000881	0.012340	0.272343	0.017108	0.006197	0.035732	0.008292	0.192010	0.000000	0.139146	0.023457	0.005786	0.000027	0.001015
LEC	0.010763	0.673745	0.161672	0.037345	0.009625	0.208942	0.343797	0.000033	0.000005	0.000013	0.007838	0.452170	0.681515	0.468325	0.052970	0.775151	0.837087	0.925075	0.394228	0.892898	0.245733	0.189793	0.725120	0.003585	0.000233	0.347473	0.595698	0.618512	0.767461	0.206655	0.266185	0.690988	0.027653	0.083947	0.418468	0.077818	0.858567	0.000000	0.000000	0.001287	0.000000	0.000000	0.001470	0.000000	0.000028	0.000000	0.000000	0.000000	0.226930	0.000000	0.000000	0.000000	0.000000	0.000001	0.010058	0.253681	0.241006	0.252065	0.547335	0.003029	0.643756	0.758930	0.147889	0.217948	0.000000	0.770912	0.000162	0.021006	0.143780	0.611896	0.005354	0.012543	0.562938	0.129541	0.116391	0.319844	0.187325	0.180702	0.680914	0.079687	0.772331	0.162993	0.352378	0.608490	0.083193	0.917924	0.259664	0.403164	0.042819	0.062887	0.171522	0.162822	0.198872	0.782657	0.140571	0.824958	0.293193	0.666135	0.004702	0.290783	0.367222	0.415917	0.000000	0.000000	0.709443	0.000000	0.668249	0.502906	0.059812	0.016918	0.000000	0.076670	0.657642	0.141180	0.342196	0.202920	0.000549	0.574931	0.010087	0.187503	0.522842	0.014824	0.767812	0.167031	0.000460	0.156510	0.761085	0.299970	0.582525	0.002007	0.048927	0.487769	0.316527	0.694033	0.093911	0.206755	0.107131	0.000009
Lymphocyte	0.000012	0.009641	0.000028	0.000608	0.000001	0.009757	0.000000	0.053440	0.868898	0.174419	0.582716	0.013098	0.000042	0.000000	0.000068	0.000110	0.000079	0.000000	0.374236	0.040007	0.307887	0.171131	0.279484	0.000001	0.394565	0.854185	0.986539	0.038762	0.418629	0.921897	0.573960	0.698028	0.000228	0.000065	0.013810	0.002475	0.441846	0.726034	0.856881	0.050272	0.739612	0.234655	0.142576	0.029307	0.408218	0.180845	0.227076	0.463074	0.000000	0.233166	0.599185	0.891782	0.480502	0.236971	0.275074	0.108513	0.918522	0.445641	0.028482	0.117647	0.000038	0.373412	0.010696	0.047293	0.770912	0.000000	0.010587	0.067621	0.056280	0.304957	0.050826	0.631759	0.273147	0.053738	0.962948	0.024295	0.000003	0.024856	0.094707	0.000041	0.008412	0.086854	0.048339	0.303848	0.023667	0.009537	0.222077	0.019967	0.000000	0.056089	0.302054	0.306373	0.000000	0.000988	0.024513	0.000005	0.618142	0.961795	0.470080	0.601456	0.022334	0.000000	0.975476	0.529858	0.482537	0.588244	0.021222	0.588027	0.545877	0.629832	0.429387	0.000960	0.050728	0.000000	0.000000	0.493905	0.736817	0.185835	0.066681	0.984202	0.297812	0.006498	0.000159	0.000443	0.510075	0.142640	0.716829	0.698541	0.000000	0.740299	0.279944	0.079029	0.010896	0.120139	0.278103	0.101472	0.367228	0.502656
Mac-DC	0.147706	0.047708	0.042265	0.378207	0.126747	0.602509	0.842791	0.040392	0.207718	0.034781	0.000688	0.070457	0.044342	0.741887	0.941121	0.347075	0.700993	0.577015	0.407474	0.086435	0.098821	0.014711	0.339511	0.694761	0.000002	0.906284	0.321444	0.837954	0.316264	0.079122	0.010375	0.491063	0.433117	0.577404	0.009935	0.112009	0.013475	0.003677	0.033357	0.594573	0.059095	0.006850	0.869383	0.026885	0.908927	0.199231	0.009082	0.025529	0.011937	0.001761	0.089163	0.013297	0.000242	0.006269	0.000009	0.414025	0.006987	0.594842	0.101683	0.000000	0.197501	0.001068	0.066783	0.094388	0.000162	0.010587	0.000000	0.000000	0.845326	0.088423	0.000000	0.000263	0.173324	0.586345	0.267018	0.246843	0.650684	0.005785	0.258654	0.000000	0.000000	0.116462	0.312911	0.085456	0.016481	0.031044	0.750135	0.378842	0.006342	0.459569	0.356924	0.242803	0.082425	0.175697	0.950449	0.435961	0.228319	0.029835	0.805029	0.814212	0.188291	0.848021	0.007333	0.000033	0.675001	0.000000	0.290869	0.074188	0.331032	0.284952	0.000000	0.428224	0.711253	0.575491	0.764396	0.102640	0.055725	0.387545	0.716608	0.000559	0.000021	0.000000	0.037268	0.280759	0.180962	0.000024	0.581817	0.012352	0.025444	0.000197	0.009498	0.011066	0.213757	0.823412	0.015557	0.561635	0.000796	0.000202
Mast	0.081771	0.008254	0.017525	0.191233	0.106834	0.469963	0.470571	0.000510	0.007574	0.003796	0.003529	0.001738	0.027508	0.390516	0.603336	0.775563	0.054924	0.947306	0.270105	0.081441	0.064977	0.004250	0.146143	0.482829	0.001149	0.536133	0.029346	0.510717	0.058115	0.063704	0.003854	0.010677	0.578033	0.831039	0.004069	0.087670	0.016968	0.088965	0.572637	0.943647	0.248013	0.423870	0.314489	0.189481	0.470168	0.370045	0.549613	0.245034	0.387820	0.045001	0.609935	0.283577	0.030136	0.181180	0.000754	0.467380	0.334861	0.368881	0.607363	0.000000	0.082831	0.000014	0.153941	0.008100	0.021006	0.067621	0.000000	0.000000	0.860121	0.016573	0.000000	0.043351	0.460268	0.501535	0.045524	0.006167	0.121121	0.001811	0.001345	0.000005	0.000790	0.054583	0.737251	0.259870	0.005074	0.559828	0.777891	0.456037	0.026536	0.339628	0.855533	0.095295	0.260766	0.060322	0.301544	0.799549	0.915040	0.001996	0.202588	0.273015	0.012307	0.136727	0.119042	0.006561	0.090210	0.000000	0.139134	0.026360	0.991062	0.423656	0.000000	0.776043	0.229061	0.875097	0.772758	0.029151	0.910901	0.780762	0.232730	0.004973	0.000022	0.000010	0.007252	0.038878	0.131809	0.000002	0.768935	0.000160	0.123894	0.033265	0.016598	0.002023	0.007670	0.431405	0.139971	0.452596	0.000275	0.014364
MEC	0.461440	0.141882	0.160616	0.086627	0.136068	0.088806	0.516554	0.386418	0.157918	0.647351	0.229793	0.052066	0.746187	0.744227	0.942119	0.071452	0.137763	0.665559	0.047109	0.606947	0.001391	0.016078	0.002596	0.324378	0.782973	0.562981	0.619833	0.477586	0.866087	0.795172	0.093203	0.116389	0.050739	0.201524	0.559471	0.788150	0.485148	0.570196	0.117889	0.089638	0.253303	0.019664	0.921644	0.786929	0.377504	0.040314	0.361776	0.358192	0.371850	0.794635	0.073654	0.623088	0.744340	0.171366	0.265461	0.198511	0.793302	0.204416	0.668084	0.045259	0.484567	0.004014	0.000169	0.133925	0.143780	0.056280	0.845326	0.860121	0.000000	0.121709	0.014302	0.371368	0.158074	0.000010	0.118771	0.364683	0.842853	0.136282	0.371528	0.790204	0.695409	0.000005	0.026082	0.017894	0.026466	0.931395	0.000019	0.001707	0.019943	0.000026	0.000750	0.203721	0.129871	0.642659	0.473165	0.338992	0.628990	0.213943	0.558677	0.471033	0.472295	0.152516	0.227353	0.153143	0.927248	0.789390	0.734169	0.071073	0.240124	0.392021	0.642119	0.267589	0.000126	0.012665	0.000003	0.021655	0.387069	0.007384	0.973191	0.283745	0.463348	0.798542	0.010073	0.352883	0.297942	0.009277	0.376083	0.018952	0.089075	0.368276	0.339794	0.002319	0.443324	0.000003	0.069362	0.146247	0.000187	0.000427
MEL	0.000018	0.004577	0.000036	0.000012	0.001135	0.000280	0.000001	0.017960	0.728580	0.134432	0.179029	0.000000	0.003668	0.000004	0.000000	0.000934	0.000008	0.000001	0.073017	0.316266	0.067050	0.051633	0.022396	0.005184	0.892081	0.017545	0.166486	0.375841	0.860476	0.265558	0.140429	0.016248	0.000064	0.061435	0.000020	0.000331	0.038355	0.353382	0.774208	0.543221	0.897774	0.112055	0.333965	0.151187	0.614719	0.026048	0.382839	0.194757	0.001719	0.314101	0.244411	0.645398	0.338933	0.028523	0.012529	0.417958	0.081332	0.959574	0.320923	0.018352	0.001897	0.000186	0.072780	0.000000	0.611896	0.304957	0.088423	0.016573	0.121709	0.000000	0.000248	0.085470	0.434443	0.089364	0.045358	0.297322	0.000007	0.893181	0.075285	0.985058	0.108471	0.154468	0.181249	0.033138	0.321118	0.074169	0.404424	0.270208	0.389851	0.060124	0.260698	0.068389	0.141911	0.043044	0.089626	0.027164	0.751276	0.903805	0.459690	0.195839	0.001254	0.013382	0.506720	0.952318	0.000265	0.047453	0.000000	0.000000	0.446106	0.268842	0.140750	0.031724	0.037966	0.007897	0.791419	0.000000	0.735604	0.659143	0.000148	0.060722	0.023850	0.018278	0.015378	0.832356	0.190734	0.013574	0.005507	0.000027	0.086730	0.202804	0.027661	0.056959	0.000000	0.120234	0.408559	0.074583	0.003717	0.013567
Pc-vSMC	0.039479	0.024814	0.023583	0.005504	0.176934	0.232695	0.301942	0.072048	0.871980	0.121878	0.010809	0.001413	0.569735	0.250872	0.135854	0.487207	0.065382	0.416642	0.311267	0.207174	0.056422	0.003395	0.353474	0.880089	0.000604	0.473298	0.015630	0.518818	0.278290	0.053177	0.052478	0.374924	0.005783	0.749146	0.001188	0.924930	0.006767	0.007911	0.068829	0.971546	0.146628	0.349466	0.340927	0.058868	0.902789	0.655393	0.110747	0.346778	0.410569	0.040151	0.702428	0.050293	0.003843	0.000375	0.000010	0.157199	0.006122	0.334468	0.020346	0.000000	0.040216	0.000001	0.353971	0.000528	0.005354	0.050826	0.000000	0.000000	0.014302	0.000248	0.000000	0.000000	0.174873	0.093363	0.017547	0.085206	0.022262	0.009198	0.015812	0.004354	0.005968	0.176562	0.390601	0.480020	0.134132	0.887112	0.259902	0.191723	0.000150	0.113291	0.051006	0.093565	0.463148	0.006013	0.221414	0.326897	0.999056	0.035045	0.300281	0.370169	0.007951	0.371646	0.013539	0.025238	0.073266	0.000000	0.026485	0.000306	0.324887	0.368773	0.000000	0.905154	0.056977	0.878504	0.105325	0.000873	0.062923	0.461708	0.024470	0.000073	0.000000	0.000000	0.000001	0.004717	0.011994	0.000000	0.415220	0.000019	0.633300	0.000000	0.000000	0.000636	0.001498	0.104001	0.054724	0.768211	0.000000	0.000000
Schwann	0.189423	0.102266	0.177536	0.103522	0.304292	0.231883	0.363188	0.894224	0.262947	0.494726	0.172984	0.428831	0.131630	0.501973	0.167589	0.103200	0.151168	0.229642	0.636275	0.901596	0.126054	0.036710	0.921601	0.786791	0.013016	0.931286	0.303248	0.184942	0.591018	0.433507	0.333096	0.637194	0.004569	0.760680	0.073691	0.995366	0.000817	0.130296	0.020297	0.630650	0.480760	0.140213	0.536521	0.096718	0.586919	0.531439	0.095912	0.579794	0.285995	0.159828	0.125137	0.203199	0.019988	0.002995	0.000023	0.007056	0.000179	0.028477	0.034516	0.000000	0.672132	0.006156	0.833113	0.025644	0.012543	0.631759	0.000263	0.043351	0.371368	0.085470	0.000000	0.000000	0.200294	0.520160	0.055303	0.341735	0.283551	0.703529	0.230478	0.085230	0.063763	0.363545	0.337456	0.115155	0.962964	0.294302	0.573954	0.417422	0.168471	0.529997	0.028401	0.021802	0.843363	0.347483	0.950232	0.927107	0.836530	0.035001	0.374329	0.173723	0.097046	0.693560	0.024681	0.040074	0.097944	0.000074	0.249173	0.098337	0.098306	0.002348	0.000081	0.925460	0.224460	0.583543	0.703801	0.017554	0.513545	0.860440	0.324919	0.000047	0.000430	0.000003	0.006913	0.004057	0.040049	0.000666	0.540819	0.009508	0.789447	0.000000	0.000000	0.014873	0.035084	0.411778	0.140454	0.511149	0.000010	0.000000
Sebocyte	0.297291	0.804984	0.621152	0.690698	0.409932	0.814247	0.317586	0.265520	0.302240	0.215902	0.353843	0.985450	0.707820	0.341027	0.792178	0.798789	0.625829	0.805173	0.521011	0.837925	0.404607	0.525148	0.251418	0.557204	0.605957	0.023606	0.904010	0.501783	0.531170	0.064791	0.909599	0.232920	0.669721	0.985337	0.415748	0.853442	0.764804	0.923896	0.678933	0.793237	0.840254	0.767462	0.772204	0.678768	0.923570	0.968075	0.523032	0.878687	0.131939	0.791784	0.771694	0.975272	0.292163	0.785322	0.449823	0.856561	0.595817	0.400945	0.521458	0.590348	0.825324	0.885736	0.246811	0.391598	0.562938	0.273147	0.173324	0.460268	0.158074	0.434443	0.174873	0.200294	0.000000	0.070348	0.149249	0.273698	0.321955	0.853957	0.469560	0.791398	0.188639	0.365722	0.608722	0.501542	0.244866	0.455084	0.192791	0.129923	0.410518	0.127167	0.833338	0.396956	0.265882	0.570797	0.388885	0.769534	0.053333	0.001546	0.705912	0.520842	0.820883	0.466253	0.781756	0.405947	0.137989	0.200289	0.372257	0.304950	0.334476	0.713521	0.522228	0.481256	0.732842	0.792390	0.412177	0.203122	0.413204	0.973512	0.367231	0.875212	0.122179	0.294919	0.379947	0.281027	0.144934	0.460279	0.346627	0.745152	0.852642	0.199486	0.238349	0.461136	0.344309	0.452063	0.342949	0.607357	0.212558	0.562065
SGC	0.001649	0.822592	0.533569	0.000003	0.273515	0.209648	0.001087	0.033842	0.058694	0.095782	0.101752	0.007062	0.056655	0.037714	0.250657	0.000048	0.000439	0.028464	0.027269	0.765399	0.000038	0.000486	0.000040	0.806795	0.747381	0.574128	0.389843	0.011299	0.515320	0.775612	0.418679	0.119157	0.000006	0.000087	0.346552	0.272022	0.162814	0.222293	0.029972	0.479645	0.057981	0.000765	0.959258	0.107790	0.221358	0.002177	0.096005	0.559708	0.214323	0.637206	0.099331	0.801253	0.448150	0.004698	0.230876	0.311666	0.889972	0.381763	0.173765	0.228188	0.093612	0.003740	0.000000	0.022502	0.129541	0.053738	0.586345	0.501535	0.000010	0.089364	0.093363	0.520160	0.070348	0.000000	0.011257	0.778336	0.064632	0.167777	0.543389	0.125488	0.184596	0.000000	0.000815	0.005529	0.000080	0.620315	0.000000	0.000000	0.300688	0.000000	0.000185	0.519687	0.064046	0.178073	0.588908	0.116293	0.872303	0.156082	0.478139	0.920737	0.497879	0.252501	0.153045	0.210223	0.996380	0.442875	0.324487	0.030549	0.502911	0.343725	0.281554	0.198929	0.000003	0.277519	0.760597	0.027140	0.471052	0.380391	0.128066	0.053622	0.511016	0.253926	0.722112	0.726979	0.031669	0.000366	0.792318	0.031951	0.052030	0.495269	0.630264	0.023499	0.146001	0.000000	0.106414	0.000136	0.000029	0.000849
VEC	0.001653	0.248706	0.105522	0.001955	0.072899	0.600244	0.022169	0.040470	0.122062	0.063493	0.755426	0.010692	0.029877	0.017807	0.899624	0.011389	0.006448	0.264127	0.455913	0.579569	0.003224	0.016022	0.007289	0.317900	0.746452	0.342195	0.706163	0.727758	0.937712	0.608592	0.028237	0.191396	0.000237	0.006935	0.779443	0.486019	0.545331	0.168585	0.784346	0.509757	0.041121	0.975943	0.976153	0.049614	0.448082	0.541573	0.766764	0.239084	0.194373	0.417251	0.605963	0.119421	0.271706	0.007453	0.992541	0.532312	0.494490	0.452239	0.687567	0.009598	0.095679	0.000845	0.060120	0.000192	0.116391	0.962948	0.267018	0.045524	0.118771	0.045358	0.017547	0.055303	0.149249	0.011257	0.000000	0.000000	0.019419	0.022367	0.000000	0.953225	0.369040	0.023957	0.758922	0.005295	0.033832	0.971395	0.003881	0.017295	0.370050	0.033098	0.055526	0.473513	0.804745	0.087542	0.460053	0.622907	0.654535	0.588286	0.402600	0.624739	0.023172	0.166851	0.200125	0.141009	0.170687	0.350264	0.134422	0.020292	0.661400	0.614497	0.554632	0.200713	0.003712	0.338303	0.569905	0.000138	0.169526	0.672700	0.043813	0.505128	0.614749	0.541916	0.155014	0.042573	0.000000	0.000117	0.640939	0.048636	0.187027	0.039811	0.004903	0.014903	0.001335	0.014642	0.165613	0.000054	0.001200	0.014218
arteriole.ECs	0.469181	0.967294	0.789343	0.836368	0.582182	0.200474	0.960077	0.615944	0.225216	0.651155	0.814462	0.126164	0.913831	0.997990	0.211903	0.681216	0.276175	0.198740	0.399619	0.367683	0.101887	0.327997	0.119423	0.536781	0.889295	0.816994	0.921751	0.328292	0.731662	0.778775	0.009909	0.130950	0.445380	0.537616	0.147779	0.610768	0.767967	0.940787	0.445108	0.592382	0.414633	0.985288	0.635388	0.840965	0.987179	0.244584	0.750812	0.528703	0.772969	0.630121	0.591782	0.807470	0.881897	0.437876	0.749534	0.528812	0.304488	0.440106	0.851786	0.008358	0.454121	0.000280	0.927335	0.051927	0.319844	0.024295	0.246843	0.006167	0.364683	0.297322	0.085206	0.341735	0.273698	0.778336	0.000000	0.000000	0.912136	0.005070	0.000000	0.369070	0.291940	0.688647	0.539660	0.152876	0.787880	0.401784	0.422249	0.680171	0.151953	0.943121	0.950120	0.037798	0.027901	0.432268	0.227960	0.006088	0.436817	0.368363	0.419594	0.590811	0.356866	0.714374	0.399037	0.379561	0.224539	0.518542	0.713127	0.185954	0.992641	0.848245	0.420166	0.933941	0.234504	0.158315	0.105129	0.020436	0.096760	0.964931	0.795966	0.262777	0.983873	0.325217	0.010235	0.017629	0.000000	0.002601	0.644727	0.015212	0.598620	0.234532	0.020436	0.000565	0.215168	0.961002	0.231199	0.044329	0.026509	0.203188
Basal.Ker.ADGRL3	0.000000	0.000055	0.000000	0.000000	0.000000	0.000001	0.000000	0.000111	0.877076	0.002249	0.217062	0.000000	0.000002	0.000000	0.000000	0.000106	0.000000	0.000000	0.009589	0.046588	0.202091	0.067530	0.191895	0.000000	0.503882	0.166817	0.111856	0.143063	0.791553	0.525981	0.688416	0.271057	0.000000	0.000009	0.000003	0.000001	0.700494	0.007673	0.054294	0.491100	0.522090	0.846874	0.450444	0.000071	0.875143	0.647807	0.812026	0.944560	0.000000	0.838761	0.154963	0.035278	0.068798	0.001358	0.148292	0.983731	0.675014	0.037538	0.102626	0.458958	0.000000	0.490305	0.022129	0.000000	0.187325	0.000003	0.650684	0.121121	0.842853	0.000007	0.022262	0.283551	0.321955	0.064632	0.019419	0.912136	0.000000	0.022147	0.328902	0.018793	0.781762	0.090787	0.097462	0.292711	0.070813	0.025799	0.278901	0.052440	0.503127	0.073033	0.600988	0.315294	0.000000	0.000000	0.000031	0.000002	0.370037	0.338573	0.863613	0.595181	0.000039	0.000000	0.544336	0.040715	0.056350	0.042396	0.000000	0.000171	0.714686	0.227315	0.067937	0.000000	0.085071	0.000000	0.067100	0.000000	0.539279	0.643473	0.000001	0.075922	0.137053	0.632492	0.907570	0.954571	0.004457	0.401801	0.438070	0.261742	0.000000	0.343356	0.121068	0.082079	0.000000	0.245833	0.497185	0.048108	0.012188	0.047634
Basal.Ker.COL17A1	0.127649	0.720775	0.069216	0.637655	0.007993	0.006771	0.008223	0.588186	0.165763	0.711178	0.627774	0.823260	0.000132	0.002785	0.000030	0.009045	0.071492	0.000423	0.864426	0.148312	0.893832	0.888203	0.671331	0.005917	0.000135	0.539785	0.070332	0.006810	0.136125	0.026412	0.044194	0.113611	0.556053	0.269357	0.064132	0.130785	0.221671	0.248388	0.411088	0.324420	0.143239	0.369776	0.032901	0.416899	0.304771	0.398290	0.420620	0.103510	0.000796	0.553775	0.847465	0.800252	0.616196	0.188866	0.100312	0.982266	0.213424	0.920829	0.106182	0.000168	0.231141	0.000000	0.453003	0.708555	0.180702	0.024856	0.005785	0.001811	0.136282	0.893181	0.009198	0.703529	0.853957	0.167777	0.022367	0.005070	0.022147	0.000000	0.021061	0.015121	0.210926	0.416059	0.093748	0.365415	0.202702	0.004176	0.332718	0.114605	0.480841	0.178761	0.295523	0.219783	0.023852	0.835637	0.185320	0.176941	0.426399	0.513081	0.313879	0.658001	0.700620	0.128228	0.190547	0.372487	0.158128	0.021030	0.044507	0.595670	0.529586	0.789645	0.010119	0.051354	0.229308	0.013187	0.208490	0.778855	0.216182	0.411238	0.107020	0.585983	0.284305	0.030801	0.079873	0.788830	0.048472	0.000232	0.236293	0.000126	0.009431	0.905340	0.264719	0.000010	0.079480	0.589523	0.023606	0.993890	0.028548	0.049003
capillary.ECs	0.497587	0.239830	0.224770	0.975621	0.755068	0.264503	0.770592	0.425052	0.614534	0.558268	0.729000	0.263564	0.903093	0.654470	0.888664	0.657412	0.572345	0.866180	0.354101	0.695862	0.915721	0.891941	0.579451	0.582909	0.958239	0.772722	0.230438	0.161633	0.344919	0.723713	0.024998	0.326694	0.504627	0.542594	0.266182	0.796096	0.500300	0.424321	0.758979	0.818322	0.598444	0.930011	0.228148	0.694038	0.139892	0.273522	0.546273	0.968407	0.858091	0.623595	0.735679	0.962249	0.797928	0.999743	0.919917	0.760890	0.659158	0.147766	0.975482	0.008915	0.506931	0.001003	0.527921	0.011349	0.680914	0.094707	0.258654	0.001345	0.371528	0.075285	0.015812	0.230478	0.469560	0.543389	0.000000	0.000000	0.328902	0.021061	0.000000	0.338961	0.052317	0.960852	0.552913	0.849634	0.389119	0.154670	0.342411	0.474774	0.171490	0.668135	0.417263	0.129000	0.143020	0.278829	0.648582	0.222972	0.686217	0.221796	0.680717	0.653197	0.084402	0.354369	0.757563	0.667948	0.162196	0.939007	0.356175	0.070621	0.408623	0.508703	0.593952	0.768452	0.933462	0.471248	0.289132	0.006067	0.014867	0.924354	0.109856	0.013087	0.019527	0.078528	0.001515	0.100573	0.000000	0.004364	0.478242	0.002686	0.716879	0.181752	0.003457	0.009178	0.034823	0.745240	0.334747	0.456755	0.143568	0.278992
