Gene	C	Z	Pval	FDR	Module
HPSE2	0.544978211690029	670.3638852700801	0.0	0.0	Female_FB_M3
STC1	0.5672191606922453	668.901105408261	0.0	0.0	Female_FB_M6
CXCL1	0.5342803405850529	666.3358226722576	0.0	0.0	Female_FB_M2
CRABP1	0.5296035465869005	659.3710137945094	0.0	0.0	Female_FB_M1
ROBO2	0.5104023491907013	634.3285216024344	0.0	0.0	Female_FB_M1
NFIB	0.5033858790033446	633.7730890002177	0.0	0.0	Female_FB_M4
TNFAIP6	0.4946123418016821	623.7648366752306	0.0	0.0	Female_FB_M2
TNMD	0.4880980395252035	622.1589073843822	0.0	0.0	Female_FB_M1
CLEC2A	0.4995395618137616	618.275864918656	0.0	0.0	Female_FB_M6
MKX	0.5102740024559247	615.96366258206	0.0	0.0	Female_FB_M1
TRPS1	0.4911483132281426	604.2873617888392	0.0	0.0	Female_FB_M1
THBS4	0.5112787176830108	601.6577266990276	0.0	0.0	Female_FB_M7
TTTY14	0.5368297041330821	600.5768808655795	0.0	0.0	Female_FB_M6
DIO2	0.477543710788246	589.3112583559224	0.0	0.0	Female_FB_M7
SCARA5	0.4536432673095629	580.1182473613213	0.0	0.0	Female_FB_M4
CILP	0.4814851447157912	574.8585413306379	0.0	0.0	Female_FB_M7
GPC3	0.4567071882688269	568.7320897219287	0.0	0.0	Female_FB_M5
MTUS2	0.4533616993131389	562.8410100643011	0.0	0.0	Female_FB_M1
LINC02607	0.4676487764053336	554.9061040489947	0.0	0.0	Female_FB_M5
PXDNL	0.454472947937842	544.8044730575402	0.0	0.0	Female_FB_M1
THY1	0.4185962731042302	535.5516759655447	0.0	0.0	Female_FB_M1
GEM	0.4187643691870136	526.3209044530956	0.0	0.0	Female_FB_M2
MEDAG	0.4183384796130207	521.8740189427322	0.0	0.0	Female_FB_M2
TPD52	0.4271133909145066	518.8456140268158	0.0	0.0	Female_FB_M3
PCDH7	0.415736065053744	507.50674680426255	0.0	0.0	Female_FB_M1
UNC13C	0.4470224291754921	506.3386023827	0.0	0.0	Female_FB_M6
AC079760.1	0.4164984633821222	501.5177237555453	0.0	0.0	Female_FB_M1
SDK1	0.4099348346254546	499.5469010638729	0.0	0.0	Female_FB_M2
KDM6B	0.3867817227117003	489.2725228534118	0.0	0.0	Female_FB_M2
GRIA4	0.4206719579043095	489.2296377554713	0.0	0.0	Female_FB_M6
TRPM3	0.4021490031454089	489.0188967495708	0.0	0.0	Female_FB_M1
DKK2	0.3990350130754163	488.7441730102272	0.0	0.0	Female_FB_M1
AC090994.1	0.4028367317225084	487.4792675714204	0.0	0.0	Female_FB_M1
WNT5A	0.4073167666759685	482.2203822690497	0.0	0.0	Female_FB_M3
AL049830.3	0.3999809322419174	480.4317945201684	0.0	0.0	Female_FB_M1
LAMA3	0.398727077356131	473.3745544104372	0.0	0.0	Female_FB_M3
CACNA2D3	0.4011755547484648	473.32842469462895	0.0	0.0	Female_FB_M1
PCDH11X	0.4209931138662764	469.9075958098937	0.0	0.0	Female_FB_M3
HAS2	0.3748831690429181	468.6114158336607	0.0	0.0	Female_FB_M2
LUCAT1	0.3897791989498024	467.5688217279002	0.0	0.0	Female_FB_M2
TLL1	0.4040438447802878	463.27234941858	0.0	0.0	Female_FB_M1
HTRA1	0.3685962605007473	463.0759511601838	0.0	0.0	Female_FB_M1
ARHGAP15	0.373730332677567	461.77935047702056	0.0	0.0	Female_FB_M1
HTR1E	0.3980560197218208	456.4825195386893	0.0	0.0	Female_FB_M1
IL6	0.3619695205910642	454.08546954519954	0.0	0.0	Female_FB_M2
PCOLCE2	0.3653821542668155	452.6760854911361	0.0	0.0	Female_FB_M4
ADAMTS6	0.3821084564418631	449.3743480984845	0.0	0.0	Female_FB_M1
SLC22A16	0.3576092057178222	449.1798044418365	0.0	0.0	Female_FB_M1
WFDC1	0.3424355832362191	446.2451810036998	0.0	0.0	Female_FB_M5
TFAP2A	0.3510972194075361	445.9273906655772	0.0	0.0	Female_FB_M3
GALNTL6	0.3927183352138567	444.89724688079394	0.0	0.0	Female_FB_M6
PTCH1	0.3646555342099802	443.4239882540668	0.0	0.0	Female_FB_M3
PDGFD	0.3591980412595331	440.6906782692714	0.0	0.0	Female_FB_M4
LINC01117	0.3685099073834567	436.4074156916521	0.0	0.0	Female_FB_M3
PRKCB	0.3557267330666998	435.677381296896	0.0	0.0	Female_FB_M1
ADAMTS18	0.3790751473548949	435.05472840500335	0.0	0.0	Female_FB_M3
AC116345.1	0.3715327704733125	433.06153886886034	0.0	0.0	Female_FB_M5
HSPB3	0.3536109020329761	433.0401595138717	0.0	0.0	Female_FB_M6
FNDC1	0.3597348806589076	431.0663871062691	0.0	0.0	Female_FB_M6
PRSS23	0.3461712261157984	430.2465556324199	0.0	0.0	Female_FB_M3
PTGS2	0.3366168622588844	424.377673345877	0.0	0.0	Female_FB_M2
ADGRV1	0.3501291240677291	422.7814556033892	0.0	0.0	Female_FB_M1
PAX3	0.35446505949166	418.9673133015071	0.0	0.0	Female_FB_M7
CENPW	0.3319921017470325	418.857262399785	0.0	0.0	Female_FB_M3
ANGPTL1	0.3399850355623332	418.431210106357	0.0	0.0	Female_FB_M7
BNC2	0.3489752566153633	413.7170576337039	0.0	0.0	Female_FB_M4
GAS1	0.3287076210214861	411.853767819634	0.0	0.0	Female_FB_M1
EXT1	0.3284803429137327	407.1347883520678	0.0	0.0	Female_FB_M2
SLC22A3	0.3365000652318073	405.56139078704257	0.0	0.0	Female_FB_M4
BTBD11	0.3325888114958042	399.9032304887821	0.0	0.0	Female_FB_M1
ALX4	0.3194318568712073	399.6911451882903	0.0	0.0	Female_FB_M3
BMP7	0.315765107860572	396.3603635671405	0.0	0.0	Female_FB_M3
XACT	0.355843746056993	395.52416344655103	0.0	0.0	Female_FB_M1
PDLIM3	0.3324449660782386	394.71752798832	0.0	0.0	Female_FB_M4
ESRRG	0.3439126344847016	392.30904264467546	0.0	0.0	Female_FB_M6
BX284613.2	0.335994667418211	390.7315565497971	0.0	0.0	Female_FB_M4
RSPO4	0.3178883373295124	390.5406553194113	0.0	0.0	Female_FB_M1
CREB5	0.3232581151100903	390.2581278159688	0.0	0.0	Female_FB_M4
IL6R-AS1	0.3313487705681164	387.9906095907873	0.0	0.0	Female_FB_M2
LIX1	0.3154256823962392	387.5643467736431	0.0	0.0	Female_FB_M1
ACAN	0.3162390525299732	385.7927489585433	0.0	0.0	Female_FB_M5
SLC26A7	0.3442937345191538	384.6649949811022	0.0	0.0	Female_FB_M5
RBFOX1	0.3422058677706746	384.5885182584887	0.0	0.0	Female_FB_M1
EMID1	0.3089026394435277	384.34487986652414	0.0	0.0	Female_FB_M1
AL031599.1	0.3475040167611063	381.4507499543362	0.0	0.0	Female_FB_M6
NRN1	0.3037615800097677	380.2324999298172	0.0	0.0	Female_FB_M6
P3H2	0.3136829851087543	379.1120132317317	0.0	0.0	Female_FB_M1
RGS6	0.3330660131673113	378.9449801967949	0.0	0.0	Female_FB_M6
LINC01524	0.3407981518354581	375.9060052602978	0.0	0.0	Female_FB_M4
CES1	0.2936073961190126	367.9880090508812	0.0	0.0	Female_FB_M6
GPC5	0.3202950240148728	367.55502072448735	0.0	0.0	Female_FB_M1
PRLR	0.3074934247448055	364.9845658351885	0.0	0.0	Female_FB_M1
TPPP3	0.284177599374257	363.790425730454	0.0	0.0	Female_FB_M4
FOXP2	0.2978876524698306	363.7541229620456	0.0	0.0	Female_FB_M1
NBEA	0.2974518491608487	362.3212037467981	0.0	0.0	Female_FB_M1
PHACTR3	0.2956116065951957	359.6998023200318	0.0	0.0	Female_FB_M6
ADGRB3	0.3047560184233638	359.57496591220337	0.0	0.0	Female_FB_M1
TAFA2	0.296157498794474	357.3721648536592	0.0	0.0	Female_FB_M1
ITGBL1	0.288462272192293	355.70530010821386	0.0	0.0	Female_FB_M6
TGFBI	0.2844930983095244	355.4161855960908	0.0	0.0	Female_FB_M6
HAPLN1	0.2913717624457433	353.8681188497364	0.0	0.0	Female_FB_M5
FREM1	0.2950864480724759	351.1662448428484	0.0	0.0	Female_FB_M1
MEIS2	0.286301557403643	350.9796916470614	0.0	0.0	Female_FB_M1
SMOC2	0.2919198654303658	350.1770475711561	0.0	0.0	Female_FB_M6
FILIP1L	0.2779142230016642	345.7841209425283	0.0	0.0	Female_FB_M2
ASIP	0.2834382308447878	345.3152042192036	0.0	0.0	Female_FB_M1
DCX	0.2932523910409587	341.7353779876582	0.0	0.0	Female_FB_M5
TENM3	0.2841474381231753	341.05357533484124	0.0	0.0	Female_FB_M1
PPP1R14A	0.2726457575590869	340.7235093912513	0.0	0.0	Female_FB_M5
CYGB	0.2625660100683559	335.4117806030088	0.0	0.0	Female_FB_M4
ZNF385B	0.2969777359257324	330.4640463034235	0.0	0.0	Female_FB_M1
PTGER3	0.2639267272969404	325.6037054180405	0.0	0.0	Female_FB_M1
MSR1	0.3025695132864662	325.59351947888774	0.0	0.0	Female_FB_M5
CSMD2	0.2754905822383849	323.46595347014755	0.0	0.0	Female_FB_M3
CXCL8	0.301168111954674	322.7063619989004	0.0	0.0	Female_FB_M2
EMX2	0.2572656209566671	320.85481717480496	0.0	0.0	Female_FB_M6
SEMA3D	0.265324106932002	319.2067009503829	0.0	0.0	Female_FB_M1
PI15	0.2942658630743445	319.1888715076766	0.0	0.0	Female_FB_M3
NR2F1	0.2710319331430094	317.4332370821116	0.0	0.0	Female_FB_M1
MSX1	0.2466811967468386	316.3242205494328	0.0	0.0	Female_FB_M2
RUNX1T1	0.2589946035500238	313.3286362887221	0.0	0.0	Female_FB_M1
AC092691.1	0.2706657980623194	310.60270330504426	0.0	0.0	Female_FB_M4
LOX	0.248367162369967	310.38537407468186	0.0	0.0	Female_FB_M6
SOX18	0.2474072873705602	308.5455567909059	0.0	0.0	Female_FB_M3
TSPAN8	0.2542500524082571	306.6944191576754	0.0	0.0	Female_FB_M4
LINC00922	0.2676831649419305	305.9956778834068	0.0	0.0	Female_FB_M5
RBP4	0.2543572188279879	305.42585167304054	0.0	0.0	Female_FB_M5
AC011586.2	0.2858886238028709	303.9559440952571	0.0	0.0	Female_FB_M5
TBX3	0.2436412631509936	303.52322173728896	0.0	0.0	Female_FB_M6
NTRK3	0.259708825906744	302.6122676427177	0.0	0.0	Female_FB_M3
IL33	0.244844907901643	300.92175021314125	0.0	0.0	Female_FB_M4
MIR222HG	0.2424070639437367	299.63362653259924	0.0	0.0	Female_FB_M2
LEF1	0.2524963870737181	299.3862310411397	0.0	0.0	Female_FB_M3
MEF2C	0.2400742597883091	297.40638353951	0.0	0.0	Female_FB_M5
GREM1	0.2508394490734589	297.3180988966702	0.0	0.0	Female_FB_M6
TCIM	0.2441171899115795	296.82240218122695	0.0	0.0	Female_FB_M2
COL4A1	0.2409467819517725	296.75925972082825	0.0	0.0	Female_FB_M6
LRFN5	0.2543432679535816	294.64013749992193	0.0	0.0	Female_FB_M4
GLDN	0.2428079517490335	293.6384540365429	0.0	0.0	Female_FB_M6
CCDC3	0.2411899563684841	288.364027125413	0.0	0.0	Female_FB_M6
CA8	0.2494211159748099	287.04134394362626	0.0	0.0	Female_FB_M3
PLXNA4	0.2390476911596255	286.0098114055145	0.0	0.0	Female_FB_M6
AL033504.1	0.2444750080427833	284.7940955970621	0.0	0.0	Female_FB_M4
CPNE5	0.2388286428770968	284.6446242155153	0.0	0.0	Female_FB_M1
CMKLR1	0.2267819179947157	283.6465312727412	0.0	0.0	Female_FB_M4
AK5	0.239084627276555	279.0576326751087	0.0	0.0	Female_FB_M6
BRINP3	0.2758882849229204	277.3414556516267	0.0	0.0	Female_FB_M3
TRHDE	0.231914763444143	275.7767146699451	0.0	0.0	Female_FB_M3
SORCS1	0.2392458191446395	275.454236902026	0.0	0.0	Female_FB_M6
AKR1C1	0.2217118120240784	274.0029752113871	0.0	0.0	Female_FB_M4
HS6ST3	0.2519388268561197	272.60533870294364	0.0	0.0	Female_FB_M6
AC119674.1	0.222202293341052	271.4359612259896	0.0	0.0	Female_FB_M2
LINC01088	0.2319058973565483	270.3787433786773	0.0	0.0	Female_FB_M4
ASTN2	0.2200267631321333	270.0839197558517	0.0	0.0	Female_FB_M3
GRK3	0.2264579170859093	270.0547036083425	0.0	0.0	Female_FB_M6
EMCN	0.2202994283649273	269.42938988722386	0.0	0.0	Female_FB_M7
FAM180B	0.2048113548860797	267.7217230835683	0.0	0.0	Female_FB_M4
LINC02511	0.2366239915346518	267.659968737259	0.0	0.0	Female_FB_M4
PDE1A	0.2206653609998085	266.437574455023	0.0	0.0	Female_FB_M3
LMO3	0.2309713553108104	265.9631900748477	0.0	0.0	Female_FB_M3
GFRA1	0.2161510132833782	265.15641703880567	0.0	0.0	Female_FB_M7
ALPL	0.2190165991162878	265.1516404385298	0.0	0.0	Female_FB_M3
SORCS3	0.2420649551784245	263.0400118746006	0.0	0.0	Female_FB_M6
NR2F1-AS1	0.224739178132209	262.43904075784945	0.0	0.0	Female_FB_M1
EPHA5	0.2241535653840202	262.4149123790933	0.0	0.0	Female_FB_M1
ETS1	0.2118214287405804	262.3559775508254	0.0	0.0	Female_FB_M2
HIVEP3	0.2140336869804507	261.6959460689176	0.0	0.0	Female_FB_M2
IRAK2	0.209661566101845	261.07257378630777	0.0	0.0	Female_FB_M2
SEMA3G	0.1976147335860519	257.5328848734656	0.0	0.0	Female_FB_M3
GRID2	0.2434326660924234	256.60927082880835	0.0	0.0	Female_FB_M1
GREB1L	0.228460367284452	256.3150870721932	0.0	0.0	Female_FB_M6
OMD	0.206146207766458	255.2923561625565	0.0	0.0	Female_FB_M6
NCAM2	0.2125302954860778	252.76519182870615	0.0	0.0	Female_FB_M7
DIO2-AS1	0.2227737435836888	249.6300543658994	0.0	0.0	Female_FB_M7
SGCA	0.2007355909844289	249.50299005790475	0.0	0.0	Female_FB_M6
LRRC7	0.220788626082514	248.2055169692173	0.0	0.0	Female_FB_M1
MAFA	0.1914052586672799	241.80119540186985	0.0	0.0	Female_FB_M1
KHDRBS3	0.1950708916294162	241.20978507186615	0.0	0.0	Female_FB_M2
FBN2	0.2110531745463677	241.12333818856524	0.0	0.0	Female_FB_M5
BCL11B	0.1945573629337132	240.9740042385322	0.0	0.0	Female_FB_M5
GRIN2B	0.196752730828734	240.1887365722089	0.0	0.0	Female_FB_M1
ENHO	0.1850332494649084	239.38034429173644	0.0	0.0	Female_FB_M1
VGLL3	0.1944644210156163	238.2108916123042	0.0	0.0	Female_FB_M6
TOX	0.2035665233498914	238.02396641637125	0.0	0.0	Female_FB_M5
GALNT17	0.2051585847490999	237.8965191705427	0.0	0.0	Female_FB_M5
VIT	0.1963077560214383	237.2746665254172	0.0	0.0	Female_FB_M4
CHL1	0.1977709255011737	237.0173891877503	0.0	0.0	Female_FB_M1
CLSTN2	0.1975312971209742	236.31201112930808	0.0	0.0	Female_FB_M4
DPP10	0.2021329263337744	235.744629152472	0.0	0.0	Female_FB_M1
EMX2OS	0.1898669748474684	234.01451704954005	0.0	0.0	Female_FB_M6
ZIC1	0.2144884401363053	233.8291973487675	0.0	0.0	Female_FB_M6
NRP2	0.1903367637088045	233.2123574719472	0.0	0.0	Female_FB_M1
LRRC17	0.194273385661305	233.15753974476743	0.0	0.0	Female_FB_M5
POU3F3	0.1934807843221275	232.34756192580605	0.0	0.0	Female_FB_M7
TFPI	0.1894139114943381	232.1444741079109	0.0	0.0	Female_FB_M4
FAM155A	0.2225643730116477	231.511584852284	0.0	0.0	Female_FB_M7
GUCY1A2	0.2146986930946127	231.48821723094045	0.0	0.0	Female_FB_M4
ENPP2	0.1859779754508947	230.7414374741617	0.0	0.0	Female_FB_M7
TFPI2	0.1926246038628185	228.10853260431347	0.0	0.0	Female_FB_M2
SMG5	0.1953675662173084	227.81329498536783	0.0	0.0	Female_FB_M2
SLCO2B1	0.1914691040884416	226.0472038546246	0.0	0.0	Female_FB_M7
ANO2	0.1884463803609017	225.3147294265976	0.0	0.0	Female_FB_M3
LRIG1	0.1851983300387966	224.38660817395345	0.0	0.0	Female_FB_M1
MMP23B	0.1767728911901401	223.90576563013795	0.0	0.0	Female_FB_M1
BMP3	0.1969458960051076	223.858660357052	0.0	0.0	Female_FB_M6
ANKRD29	0.1854903350992441	221.34802458784145	0.0	0.0	Female_FB_M3
GLIS1	0.1843211206248487	221.1356498901212	0.0	0.0	Female_FB_M6
IRX2	0.1761463848762135	219.85747442713495	0.0	0.0	Female_FB_M6
CACNA1D	0.187265446797752	219.2742081337998	0.0	0.0	Female_FB_M3
COBLL1	0.178346636499908	216.9087079484	0.0	0.0	Female_FB_M4
SCUBE3	0.1916489161356518	215.3659245856298	0.0	0.0	Female_FB_M3
RGS22	0.1793372131052162	215.1721421349132	0.0	0.0	Female_FB_M5
RANBP3L	0.1797006955564626	214.6292461468536	0.0	0.0	Female_FB_M5
CYYR1	0.1738365546934144	214.3852753792281	0.0	0.0	Female_FB_M3
MCC	0.1757931254718937	213.0867761522208	0.0	0.0	Female_FB_M3
TNFRSF12A	0.1603959327032811	203.86250769352347	0.0	0.0	Female_FB_M2
AL031668.2	0.1648656498756995	203.81501952170623	0.0	0.0	Female_FB_M6
KRT17	0.1695405033336903	202.9507131274864	0.0	0.0	Female_FB_M4
AL078604.2	0.1786366924012981	202.55317466639303	0.0	0.0	Female_FB_M2
ARHGAP44	0.1637146462230618	201.6709178753976	0.0	0.0	Female_FB_M5
WNT10A	0.1666601889251248	201.6517424863513	0.0	0.0	Female_FB_M1
CHADL	0.1581431023168838	200.68182984655937	0.0	0.0	Female_FB_M1
GUCY1A1	0.1653140894322597	200.06273513610824	0.0	0.0	Female_FB_M6
ADAMTS19	0.1812455127363057	199.58214625525625	0.0	0.0	Female_FB_M4
PLPP4	0.162444124084181	199.06358581242412	0.0	0.0	Female_FB_M5
CD24	0.1646732093308718	198.6565036345572	0.0	0.0	Female_FB_M6
RAMP3	0.1604342010439108	198.3424781627878	0.0	0.0	Female_FB_M7
AC099489.1	0.173823523117798	196.27606024912905	0.0	0.0	Female_FB_M2
LPCAT2	0.1567965972523525	192.83832281145283	0.0	0.0	Female_FB_M2
PRICKLE1	0.1588149675185071	191.11364595091536	0.0	0.0	Female_FB_M1
COX4I2	0.1598454742549332	190.40421167778985	0.0	0.0	Female_FB_M4
CPXM2	0.1559513449250777	190.11931647142157	0.0	0.0	Female_FB_M6
THBD	0.1548640447210519	189.5027448506431	0.0	0.0	Female_FB_M6
RFLNA	0.1516588730945301	188.3772244623653	0.0	0.0	Female_FB_M1
LGR4	0.1549147526736593	186.12492642992237	0.0	0.0	Female_FB_M5
AC092957.1	0.1711140850304026	182.8445952640028	0.0	0.0	Female_FB_M6
CLEC14A	0.1485392797329196	182.27720072934665	0.0	0.0	Female_FB_M1
RHPN1	0.145674693627814	181.0485684152948	0.0	0.0	Female_FB_M1
ALDH1A3	0.1466524016702424	180.40938348149623	0.0	0.0	Female_FB_M4
HEY2	0.1472973796055126	179.58140778188277	0.0	0.0	Female_FB_M3
PRKG2	0.15859585672329	179.29522848365863	0.0	0.0	Female_FB_M4
FXYD5	0.1396390421617703	179.01826343562098	0.0	0.0	Female_FB_M4
CACNB2	0.1531803975815486	178.66716506685668	0.0	0.0	Female_FB_M7
AGBL4	0.1545532114716012	176.2260769450346	0.0	0.0	Female_FB_M4
IL15	0.1488376947141374	175.73294827957585	0.0	0.0	Female_FB_M7
SERPINE3	0.1454312949639347	175.5064844147732	0.0	0.0	Female_FB_M2
NTNG1	0.1561412251908777	175.15396688459026	0.0	0.0	Female_FB_M1
IRX1	0.140077491111956	174.39427908161318	0.0	0.0	Female_FB_M6
MUSTN1	0.1495056591018713	173.73085984292698	0.0	0.0	Female_FB_M3
KCNE4	0.1423276621990823	171.5615809819803	0.0	0.0	Female_FB_M4
LINC02223	0.1517762785426052	170.6509740797123	0.0	0.0	Female_FB_M6
KCNMB2	0.1547182154847982	169.88685462078183	0.0	0.0	Female_FB_M6
HSPB8	0.1346755242883249	169.82592510874613	0.0	0.0	Female_FB_M4
WNT6	0.1358577402812648	168.51415436813173	0.0	0.0	Female_FB_M3
AKR1C2	0.1351403066378301	168.337016546574	0.0	0.0	Female_FB_M4
RUBCNL	0.1429872126036977	167.6986332365899	0.0	0.0	Female_FB_M5
KIF26B-AS1	0.1328929329952231	167.65198203855172	0.0	0.0	Female_FB_M5
TEX26-AS1	0.1435383392417783	167.3235815107618	0.0	0.0	Female_FB_M4
PAX1	0.1391043141230873	166.68119105674683	0.0	0.0	Female_FB_M7
SLC19A2	0.13265829118916	165.59657593064517	0.0	0.0	Female_FB_M2
SRGAP1	0.1350077569829505	164.44894339755734	0.0	0.0	Female_FB_M2
ANO3	0.1463914429792473	162.66574621635897	0.0	0.0	Female_FB_M6
ZNF536	0.1382723073216756	162.09546366361678	0.0	0.0	Female_FB_M6
TMEFF2	0.1456484513733053	159.95024154625867	0.0	0.0	Female_FB_M1
AC087516.2	0.1339766886590041	159.4702733056464	0.0	0.0	Female_FB_M1
CARMIL1	0.1334589091216897	158.61260578603336	0.0	0.0	Female_FB_M4
RHOU	0.1275893101618235	158.19810111696694	0.0	0.0	Female_FB_M2
MN1	0.1301797359217916	157.82747516134296	0.0	0.0	Female_FB_M7
LGR6	0.1311801790108141	157.8102265177948	0.0	0.0	Female_FB_M5
GPR176	0.1279980437588135	157.19174859092027	0.0	0.0	Female_FB_M1
FBXL2	0.1283071960231404	155.99725877416023	0.0	0.0	Female_FB_M1
AC108734.4	0.1327932058715057	155.9742846207947	0.0	0.0	Female_FB_M4
SNAP91	0.1290257417202186	153.192198316774	0.0	0.0	Female_FB_M1
ARHGAP6	0.126367536511834	152.43212906139402	0.0	0.0	Female_FB_M4
VEGFC	0.124859086004176	152.29735448333977	0.0	0.0	Female_FB_M1
HOXC8	0.1290227264784177	151.642468592973	0.0	0.0	Female_FB_M6
LRRC32	0.1178005603691255	150.47638850961155	0.0	0.0	Female_FB_M4
BCHE	0.1265919206900599	150.27880317177875	0.0	0.0	Female_FB_M1
MROH9	0.1362026966580969	149.89575969667345	0.0	0.0	Female_FB_M4
AL109930.1	0.125292926039943	149.7312238907543	0.0	0.0	Female_FB_M4
HOXC10	0.1250904057948527	149.57947319932387	0.0	0.0	Female_FB_M6
CYP27C1	0.1208641921004635	146.4586274415529	0.0	0.0	Female_FB_M5
DLGAP1	0.1307500727989262	146.2590668389294	0.0	0.0	Female_FB_M2
C17orf58	0.1174075214847361	145.80079955676294	0.0	0.0	Female_FB_M4
SMOC1	0.1224393503349363	145.78164153672694	0.0	0.0	Female_FB_M5
SMAD1	0.1180342166443866	144.9987455929186	0.0	0.0	Female_FB_M1
ANOS1	0.1223564507776197	144.82709628884348	0.0	0.0	Female_FB_M5
TBX5	0.1313924244789524	144.5855056584748	0.0	0.0	Female_FB_M6
LRRN3	0.1170723391443572	143.9099121384089	0.0	0.0	Female_FB_M5
AP001924.1	0.1258239816480164	143.4406277553693	0.0	0.0	Female_FB_M5
LGI2	0.1156263686501885	142.88902003839237	0.0	0.0	Female_FB_M7
CFB	0.1133034816247733	141.74133344751792	0.0	0.0	Female_FB_M7
HOXA10	0.118398981297735	141.3205742335174	0.0	0.0	Female_FB_M6
FRMD4A	0.1197939890690895	141.0433542654527	0.0	0.0	Female_FB_M4
PNRC2	0.111903333031356	140.4532867819575	0.0	0.0	Female_FB_M2
DIO3	0.1151387566969524	140.2893346882894	0.0	0.0	Female_FB_M2
MAB21L1	0.1211659414457303	139.70911152082869	0.0	0.0	Female_FB_M5
AP001977.1	0.1219179759782633	139.23703534953566	0.0	0.0	Female_FB_M5
PLBD1	0.1054092815079072	136.473741425346	0.0	0.0	Female_FB_M4
SKAP2	0.1158044868704135	136.31166961810496	0.0	0.0	Female_FB_M4
MEIS1	0.1138395355041565	135.53141398119823	0.0	0.0	Female_FB_M1
HSPB7	0.1086911304454135	135.2895896690874	0.0	0.0	Female_FB_M6
SLC8A1	0.122519925969431	134.92604631821106	0.0	0.0	Female_FB_M1
PDLIM1	0.1035081402202209	134.17224407147475	0.0	0.0	Female_FB_M4
WNT16	0.1121469009927021	132.46648230448324	0.0	0.0	Female_FB_M6
PRR16	0.1103911640972537	132.39995771649888	0.0	0.0	Female_FB_M1
TMEM79	0.1180516076882953	132.0166455152614	0.0	0.0	Female_FB_M2
AL136441.1	0.1121896274292796	131.23031401623945	0.0	0.0	Female_FB_M4
SYNDIG1	0.1132257595724909	131.09455312494396	0.0	0.0	Female_FB_M7
HCK	0.1081621507683356	130.87032932570193	0.0	0.0	Female_FB_M7
RGS4	0.1148502157155612	130.82281536063854	0.0	0.0	Female_FB_M3
C5orf38	0.1038360904003241	130.37364273082974	0.0	0.0	Female_FB_M1
NDST3	0.1056124151896643	129.0489172520908	0.0	0.0	Female_FB_M1
SYNJ2	0.1059670488138735	128.24306193916144	0.0	0.0	Female_FB_M2
AP002989.1	0.1100580026672039	125.91051449541308	0.0	0.0	Female_FB_M6
IL4R	0.1021667048467243	125.72935519440875	0.0	0.0	Female_FB_M2
BCL11A	0.1032353282574166	123.99918632411546	0.0	0.0	Female_FB_M3
AL365259.1	0.1039318795098239	123.96229357349064	0.0	0.0	Female_FB_M5
AC023282.1	0.102174054150292	123.38701142793938	0.0	0.0	Female_FB_M5
VIPR2	0.0991519541730579	120.1830423844722	0.0	0.0	Female_FB_M5
CXCR4	0.0947256043150301	119.72187443759152	0.0	0.0	Female_FB_M3
DAPK1	0.1008205122379211	119.58041878283376	0.0	0.0	Female_FB_M1
SP5	0.0937419241050322	118.08472849410772	0.0	0.0	Female_FB_M7
STEAP4	0.0991942522138163	117.28735627675636	0.0	0.0	Female_FB_M2
TCEAL7	0.0938440752268919	116.8220305155616	0.0	0.0	Female_FB_M4
HUNK	0.0954538898803151	115.97973686633986	0.0	0.0	Female_FB_M2
LINC00472	0.0949484299609731	115.70227007982396	0.0	0.0	Female_FB_M2
SMIM3	0.0917277188395169	115.12055888627198	0.0	0.0	Female_FB_M6
LRRTM3	0.1063576412838634	114.92853436640816	0.0	0.0	Female_FB_M1
APOL4	0.0925415963651246	114.61921916346633	0.0	0.0	Female_FB_M3
FSTL4	0.0954813132798439	113.97370654415872	0.0	0.0	Female_FB_M3
LIF	0.0967208277062643	113.65419486517744	0.0	0.0	Female_FB_M2
ETV1	0.0911437381905554	113.45236092052131	0.0	0.0	Female_FB_M6
CLMN	0.0945030635850986	111.96619178235169	0.0	0.0	Female_FB_M4
JAKMIP2	0.0922358309018507	111.2959155547664	0.0	0.0	Female_FB_M1
TLE1	0.0897457949366469	110.71100030148152	0.0	0.0	Female_FB_M1
ENPP3	0.0939175280921397	110.43180791972864	0.0	0.0	Female_FB_M7
KIF26A	0.0862391646409073	109.99623954292883	0.0	0.0	Female_FB_M1
TMEM88	0.0884939317869112	109.75626669320911	0.0	0.0	Female_FB_M2
PDE9A	0.0913071581583489	109.54153387154678	0.0	0.0	Female_FB_M3
HOXB3	0.095784587232451	109.06971263393298	0.0	0.0	Female_FB_M6
SNTB1	0.0926618358017575	108.44064835124912	0.0	0.0	Female_FB_M6
MIR924HG	0.0960163952606855	108.39823050597631	0.0	0.0	Female_FB_M1
ATRNL1	0.0947139926382584	107.56304287064124	0.0	0.0	Female_FB_M6
PANTR1	0.0901011553475618	107.0811081997254	0.0	0.0	Female_FB_M7
PIANP	0.0868343606077548	106.70430367486637	0.0	0.0	Female_FB_M3
TMTC1	0.0883008279112312	105.97996772640984	0.0	0.0	Female_FB_M7
LINC01116	0.0846053276213589	104.52524279287825	0.0	0.0	Female_FB_M1
HOXC9	0.0860648514439498	104.45456437791589	0.0	0.0	Female_FB_M6
DACH2	0.0930166187857971	104.2002984502015	0.0	0.0	Female_FB_M1
SV2B	0.0889315868577258	103.01195005173096	0.0	0.0	Female_FB_M7
